transaction_id,customer_id,date,category,units,unit_price,discount_pct,revenue,region,channel
T00719,C0335,2022-09-20,Software,6,39.29,16.9,195.9,South,Direct
T00720,C1886,2022-09-20,Services,8,1255.27,7.4,9299.04,West,Digital
T00721,C0620,2022-09-20,Services,9,835.14,16.1,6306.14,North,Direct
T00722,C1586,2022-09-21,Consumables,9,1039.85,24.1,7103.22,South,Partner
T00723,C0221,2022-09-21,Services,7,842.55,21.8,4612.12,West,Partner
T00724,C1483,2022-09-21,Hardware,11,398.82,8.1,4031.67,West,Partner
T00725,C0947,2022-09-22,Consumables,6,703.43,21.9,3296.27,West,Direct
T00726,C1906,2022-09-22,Consumables,16,1723.49,3.7,26555.53,South,Digital
T00727,C0296,2022-09-23,Services,13,1225.81,19.4,12844.04,South,Direct
T00728,C0448,2022-09-23,Services,4,959.75,9.4,3478.13,South,Digital
T00729,C1273,2022-09-23,Consumables,17,1415.04,18.5,19605.38,South,Partner
T00730,C1620,2022-09-24,Hardware,6,375.62,25.9,1670.01,East,Partner
T00731,C1777,2022-09-24,Electronics,11,176.11,4.0,1859.72,East,Partner
T00732,C0227,2022-09-24,Consumables,18,1101.71,20.9,15686.15,East,Direct
T00733,C0014,2022-09-25,Hardware,13,32.89,20.5,339.92,South,Partner
T00734,C0724,2022-09-25,Hardware,18,304.95,22.7,4243.07,East,Direct
T00735,C0196,2022-09-25,Consumables,12,1436.95,29.1,12225.57,South,Partner
T00736,C0804,2022-09-26,Electronics,16,1804.22,14.5,24681.73,North,Direct
T00737,C0954,2022-09-26,Consumables,9,577.68,4.1,4985.96,West,Digital
T00738,C1991,2022-09-27,Software,4,771.42,20.9,2440.77,North,Direct
T00739,C0067,2022-09-27,Consumables,4,1365.23,16.4,4565.33,West,Digital
T00740,C0642,2022-09-27,Electronics,12,1611.73,24.4,14621.61,East,Partner
T00741,C0678,2022-09-28,Services,3,527.82,23.8,1206.6,West,Partner
T00742,C1110,2022-09-28,Electronics,9,1654.08,22.0,11611.64,East,Direct
T00743,C0641,2022-09-28,Consumables,9,1945.64,11.9,15426.98,North,Partner
T00744,C1267,2022-09-29,Services,2,185.04,14.3,317.16,North,Digital
T00745,C1699,2022-09-29,Consumables,17,456.4,27.5,5625.13,North,Partner
T00746,C1356,2022-09-30,Hardware,2,1455.03,13.1,2528.84,South,Direct
T00747,C1322,2022-09-30,Services,6,83.04,17.6,410.55,West,Digital
T00748,C0241,2022-09-30,Electronics,17,575.2,20.5,7773.83,East,Digital
T00749,C1775,2022-10-01,Services,1,1690.61,3.5,1631.44,West,Digital
T00750,C1119,2022-10-01,Software,2,1366.49,23.1,2101.66,East,Direct
T00751,C0330,2022-10-01,Software,17,1285.01,0.4,21757.79,North,Partner
T00752,C1270,2022-10-02,Software,6,1227.88,29.5,5193.93,North,Direct
T00753,C0974,2022-10-02,Software,18,1008.8,17.1,15053.31,North,Partner
T00754,C1807,2022-10-02,Consumables,3,1535.81,5.0,4377.06,West,Digital
T00755,C1296,2022-10-03,Consumables,4,1731.93,23.5,5299.71,West,Digital
T00756,C1915,2022-10-03,Electronics,11,1593.11,25.3,13090.58,North,Digital
T00757,C1950,2022-10-04,Software,19,970.56,6.1,17315.76,North,Digital
T00758,C0471,2022-10-04,Electronics,15,1559.25,1.2,23108.08,South,Direct
T00759,C0585,2022-10-04,Services,12,1513.15,15.7,15307.03,East,Direct
T00760,C0422,2022-10-05,Hardware,6,916.97,19.2,4445.47,North,Digital
T00761,C0462,2022-10-05,Software,2,674.88,5.0,1282.27,West,Digital
T00762,C1368,2022-10-05,Services,15,826.17,16.8,10310.6,South,Digital
T00763,C1899,2022-10-06,Software,3,991.48,15.8,2504.48,West,Direct
T00764,C0979,2022-10-06,Electronics,4,302.43,25.9,896.4,East,Partner
T00765,C1617,2022-10-06,Software,9,444.78,24.5,3022.28,South,Partner
T00766,C1488,2022-10-07,Hardware,7,212.67,4.0,1429.14,North,Partner
T00767,C0522,2022-10-07,Consumables,17,153.87,21.2,2061.24,East,Digital
T00768,C1697,2022-10-08,Services,5,1136.58,15.1,4824.78,North,Partner
T00769,C0958,2022-10-08,Services,13,1399.17,14.0,15642.72,East,Digital
T00770,C0022,2022-10-08,Services,9,1231.09,4.9,10536.9,North,Direct
T00771,C1432,2022-10-09,Software,5,1456.53,22.4,5651.34,West,Digital
T00772,C1758,2022-10-09,Hardware,19,818.94,26.1,11498.74,North,Direct
T00773,C0491,2022-10-09,Services,16,1600.31,6.2,24017.45,South,Direct
T00774,C0531,2022-10-10,Electronics,14,1497.89,0.9,20781.73,South,Direct
T00775,C1465,2022-10-10,Software,9,1424.9,18.3,10477.29,West,Direct
T00776,C1939,2022-10-10,Electronics,4,1534.34,29.4,4332.98,North,Partner
T00777,C0521,2022-10-11,Services,13,470.58,20.4,4869.56,West,Digital
T00778,C0861,2022-10-11,Services,19,1143.19,7.6,20069.84,South,Direct
T00779,C1359,2022-10-12,Services,6,1552.12,26.2,6872.79,North,Partner
T00780,C1705,2022-10-12,Electronics,13,206.75,16.1,2255.02,West,Direct
T00781,C0068,2022-10-12,Consumables,17,501.67,15.3,7223.55,North,Direct
T00782,C0400,2022-10-13,Electronics,9,986.76,1.7,8729.87,South,Direct
T00783,C1789,2022-10-13,Software,2,834.23,1.8,1638.43,East,Partner
T00784,C1051,2022-10-13,Software,18,1829.39,17.4,27199.37,North,Partner
T00785,C1517,2022-10-14,Services,3,1503.78,24.2,3419.6,East,Direct
T00786,C0127,2022-10-14,Services,15,91.25,22.6,1059.41,East,Digital
T00787,C0182,2022-10-14,Consumables,10,935.96,28.2,6720.19,West,Partner
T00788,C1470,2022-10-15,Consumables,14,1527.49,15.1,18155.75,North,Digital
T00789,C0752,2022-10-15,Electronics,14,1341.33,18.6,15285.8,West,Partner
T00790,C1885,2022-10-16,Services,4,1079.93,18.8,3507.61,North,Digital
T00791,C0862,2022-10-16,Services,2,179.54,11.4,318.14,West,Digital
T00792,C1687,2022-10-16,Consumables,3,1831.12,0.1,5487.87,South,Digital
T00793,C1087,2022-10-17,Software,4,836.04,25.2,2501.43,North,Digital
T00794,C1361,2022-10-17,Services,17,298.82,2.0,4978.34,South,Direct
T00795,C1308,2022-10-17,Consumables,2,177.95,28.8,253.4,South,Partner
T00796,C0238,2022-10-18,Services,13,1571.74,25.3,15263.17,North,Partner
T00797,C1589,2022-10-18,Hardware,8,1229.37,3.1,9530.08,South,Partner
T00798,C1968,2022-10-19,Software,16,510.91,3.7,7872.1,South,Partner
T00799,C0774,2022-10-19,Hardware,12,1070.73,22.1,10009.18,North,Partner
T00800,C0688,2022-10-19,Electronics,15,1893.47,16.3,23772.52,South,Direct
T00801,C1195,2022-10-20,Consumables,16,991.3,19.5,12767.94,North,Partner
T00802,C1266,2022-10-20,Electronics,18,787.36,8.7,12939.47,South,Direct
T00803,C0767,2022-10-20,Services,16,622.61,26.5,7321.89,North,Digital
T00804,C0546,2022-10-21,Electronics,8,372.73,16.3,2495.8,North,Digital
T00805,C1943,2022-10-21,Electronics,18,1821.6,17.0,27214.7,South,Direct
T00806,C1655,2022-10-21,Hardware,7,351.68,29.7,1730.62,West,Partner
T00807,C1144,2022-10-22,Hardware,12,118.69,23.1,1095.27,South,Partner
T00808,C0757,2022-10-22,Software,5,294.03,20.7,1165.83,East,Partner
T00809,C0705,2022-10-23,Electronics,16,373.17,26.0,4418.33,North,Direct
T00810,C0782,2022-10-23,Electronics,3,855.4,29.7,1804.04,East,Digital
T00811,C1186,2022-10-23,Consumables,19,1820.18,24.4,26145.07,East,Digital
T00812,C0009,2022-10-24,Hardware,10,278.29,24.2,2109.44,South,Digital
T00813,C1315,2022-10-24,Software,17,300.88,5.7,4823.41,South,Partner
T00814,C1151,2022-10-24,Software,10,880.3,26.2,6496.61,East,Digital
T00815,C0290,2022-10-25,Hardware,3,1808.51,26.4,3993.19,East,Digital
T00816,C0502,2022-10-25,Consumables,3,1854.99,17.9,4568.84,East,Digital
T00817,C0555,2022-10-25,Hardware,17,1902.15,19.5,26030.92,North,Digital
T00818,C1844,2022-10-26,Consumables,12,262.49,18.7,2560.85,South,Direct
T00819,C1870,2022-10-26,Consumables,3,1414.02,16.3,3550.6,West,Partner
T00820,C1567,2022-10-27,Software,7,1298.27,5.5,8588.06,West,Partner
T00821,C1364,2022-10-27,Hardware,11,70.64,19.7,623.96,West,Digital
T00822,C1905,2022-10-27,Software,9,1347.88,11.4,10748.0,West,Direct
T00823,C1469,2022-10-28,Software,2,1397.0,16.1,2344.17,North,Direct
T00824,C0780,2022-10-28,Consumables,10,1316.76,27.0,9612.35,South,Digital
T00825,C0717,2022-10-28,Software,4,439.24,3.3,1698.98,South,Digital
T00826,C1324,2022-10-29,Consumables,6,671.4,28.7,2872.25,South,Direct
T00827,C0818,2022-10-29,Software,13,1111.98,17.0,11998.26,South,Digital
T00828,C0904,2022-10-29,Consumables,14,285.46,28.5,2857.45,North,Partner
T00829,C1945,2022-10-30,Software,2,325.92,6.0,612.73,West,Partner
T00830,C1819,2022-10-30,Electronics,10,1400.51,1.6,13781.02,East,Digital
T00831,C1213,2022-10-31,Services,5,339.76,18.6,1382.82,North,Digital
T00832,C0649,2022-10-31,Services,9,43.21,15.8,327.45,West,Partner
T00833,C0885,2022-10-31,Software,16,378.35,22.0,4721.81,South,Partner
T00834,C0658,2022-11-01,Software,8,160.3,18.0,1051.57,East,Direct
T00835,C0839,2022-11-01,Consumables,12,571.52,15.4,5802.07,South,Direct
T00836,C0732,2022-11-01,Software,1,1523.06,27.1,1110.31,South,Direct
T00837,C0891,2022-11-02,Hardware,10,1574.32,9.7,14216.11,South,Direct
T00838,C0996,2022-11-02,Electronics,15,151.99,8.1,2095.18,South,Partner
T00839,C1286,2022-11-02,Consumables,13,1144.87,24.1,11296.43,North,Partner
T00840,C1776,2022-11-03,Hardware,19,185.22,10.5,3149.67,East,Partner
T00841,C1058,2022-11-03,Electronics,15,382.3,16.9,4765.37,East,Partner
T00842,C0415,2022-11-04,Services,3,1570.58,18.4,3844.78,East,Digital
T00843,C0371,2022-11-04,Hardware,2,1944.3,8.8,3546.4,West,Direct
T00844,C1303,2022-11-04,Hardware,6,550.52,10.7,2949.69,East,Direct
T00845,C1997,2022-11-05,Services,16,1555.76,1.2,24593.45,South,Direct
T00846,C0612,2022-11-05,Electronics,17,690.68,8.4,10755.27,East,Digital
T00847,C0177,2022-11-05,Electronics,14,1571.28,9.8,19842.12,West,Digital
T00848,C0166,2022-11-06,Consumables,14,1144.83,0.5,15947.48,East,Partner
T00849,C0549,2022-11-06,Electronics,13,1097.19,24.7,10740.39,East,Direct
T00850,C1908,2022-11-06,Software,6,1619.46,26.6,7132.1,East,Digital
T00851,C1562,2022-11-07,Consumables,13,1395.38,5.3,17178.52,West,Direct
T00852,C1572,2022-11-07,Consumables,13,1941.79,18.2,20648.99,East,Partner
T00853,C0666,2022-11-08,Services,2,731.71,13.3,1268.79,East,Digital
T00854,C1905,2022-11-08,Hardware,18,1910.54,3.8,33082.91,East,Digital
T00855,C0816,2022-11-08,Services,15,1657.01,0.7,24681.16,West,Direct
T00856,C0801,2022-11-09,Electronics,5,992.14,19.9,3973.52,West,Direct
T00857,C1876,2022-11-09,Services,6,1006.62,2.4,5894.77,South,Partner
T00858,C1514,2022-11-09,Hardware,13,1804.89,26.7,17198.8,East,Digital
T00859,C0578,2022-11-10,Hardware,5,1179.02,23.7,4497.96,East,Partner
T00860,C1303,2022-11-10,Services,16,682.22,21.7,8546.85,East,Digital
T00861,C0701,2022-11-11,Consumables,9,92.34,25.3,620.8,East,Digital
T00862,C1239,2022-11-11,Electronics,2,606.26,3.2,1173.72,West,Partner
T00863,C0275,2022-11-11,Services,14,442.51,18.8,5030.45,West,Digital
T00864,C0081,2022-11-12,Electronics,18,266.77,6.2,4504.14,West,Digital
T00865,C1928,2022-11-12,Electronics,7,1348.52,15.6,7967.06,South,Digital
T00866,C0144,2022-11-12,Consumables,19,797.44,10.8,13515.01,South,Digital
T00867,C0803,2022-11-13,Hardware,14,198.19,3.7,2672.0,North,Partner
T00868,C0391,2022-11-13,Consumables,14,660.7,22.0,7214.84,West,Digital
T00869,C0030,2022-11-13,Services,7,289.43,9.1,1841.64,East,Partner
T00870,C1500,2022-11-14,Services,10,1201.22,3.7,11567.75,West,Digital
T00871,C0567,2022-11-14,Electronics,5,859.56,26.4,3163.18,East,Digital
T00872,C1597,2022-11-15,Electronics,12,1869.07,4.0,21531.69,North,Digital
T00873,C1100,2022-11-15,Electronics,17,1221.4,6.2,19476.44,South,Digital
T00874,C1295,2022-11-15,Software,13,1532.69,0.7,19785.5,South,Direct
T00875,C1338,2022-11-16,Services,17,676.76,15.6,9710.15,West,Digital
T00876,C0385,2022-11-16,Software,3,1511.41,24.8,3409.74,South,Direct
T00877,C0912,2022-11-16,Hardware,12,1472.22,25.5,13161.65,West,Direct
T00878,C1556,2022-11-17,Hardware,6,1981.88,22.3,9239.52,East,Partner
T00879,C0469,2022-11-17,Services,11,1325.73,14.1,12526.82,South,Direct
T00880,C0227,2022-11-17,Services,2,1833.14,26.7,2687.38,West,Digital
T00881,C0830,2022-11-18,Services,8,1735.16,23.0,10688.59,East,Digital
T00882,C1789,2022-11-18,Software,8,1838.27,26.7,10779.62,South,Direct
T00883,C0644,2022-11-19,Hardware,11,1150.6,7.2,11745.32,South,Direct
T00884,C0770,2022-11-19,Consumables,15,455.73,18.0,5605.48,West,Partner
T00885,C0253,2022-11-19,Electronics,11,1174.2,0.6,12838.7,North,Direct
T00886,C1455,2022-11-20,Consumables,17,1844.13,15.6,26459.58,West,Direct
T00887,C0676,2022-11-20,Services,6,1946.31,26.3,8606.58,North,Digital
T00888,C0339,2022-11-20,Electronics,8,1892.87,22.2,11781.22,East,Digital
T00889,C0205,2022-11-21,Consumables,9,887.77,23.3,6128.28,East,Partner
T00890,C0629,2022-11-21,Services,12,1610.62,9.5,17491.33,East,Digital
T00891,C0407,2022-11-21,Electronics,17,982.24,11.9,14711.01,North,Direct
T00892,C0991,2022-11-22,Services,12,1386.53,29.6,11713.41,East,Direct
T00893,C0853,2022-11-22,Services,19,868.76,8.0,15185.92,West,Digital
T00894,C0993,2022-11-23,Software,9,612.12,2.6,5365.84,South,Direct
T00895,C0734,2022-11-23,Hardware,11,889.45,11.7,8639.23,West,Digital
T00896,C0195,2022-11-23,Services,14,620.89,23.0,6693.19,North,Digital
T00897,C1555,2022-11-24,Services,3,852.13,15.7,2155.04,West,Digital
T00898,C1097,2022-11-24,Electronics,3,1358.59,1.3,4022.78,South,Partner
T00899,C0369,2022-11-24,Software,7,409.49,19.9,2296.01,East,Partner
T00900,C0151,2022-11-25,Electronics,2,1356.66,22.1,2113.68,North,Partner
T00901,C1880,2022-11-25,Software,8,156.5,18.1,1025.39,East,Partner
T00902,C1848,2022-11-25,Hardware,7,13.17,5.1,87.49,East,Digital
T00903,C0378,2022-11-26,Consumables,12,473.76,5.7,5361.07,South,Direct
T00904,C0844,2022-11-26,Software,19,412.7,12.2,6884.66,West,Digital
T00905,C1165,2022-11-27,Hardware,11,1667.98,10.7,16384.57,West,Digital
T00906,C0879,2022-11-27,Hardware,19,1514.52,3.1,27883.83,North,Direct
T00907,C1673,2022-11-27,Hardware,12,1336.11,25.8,11896.72,West,Partner
T00908,C1154,2022-11-28,Electronics,13,1415.44,27.7,13303.72,East,Partner
T00909,C0531,2022-11-28,Software,16,1329.34,4.3,20354.85,East,Digital
T00910,C1564,2022-11-28,Hardware,11,1654.64,16.9,15125.06,North,Digital
T00911,C1750,2022-11-29,Software,19,1072.45,12.9,17747.98,East,Partner
T00912,C0140,2022-11-29,Hardware,13,45.11,12.3,514.3,South,Direct
T00913,C1703,2022-11-29,Consumables,7,1728.0,17.4,9991.3,North,Digital
T00914,C1406,2022-11-30,Consumables,9,946.14,13.6,7357.18,North,Partner
T00915,C1836,2022-11-30,Services,13,1857.57,13.5,20888.37,North,Partner
T00916,C1822,2022-12-01,Software,6,1787.08,4.3,10261.41,South,Digital
T00917,C0100,2022-12-01,Software,14,804.69,21.3,8866.07,North,Direct
T00918,C0879,2022-12-01,Services,1,1866.82,17.4,1541.99,West,Direct
T00919,C0143,2022-12-02,Hardware,14,126.58,1.7,1741.99,South,Partner
T00920,C0027,2022-12-02,Consumables,1,1328.04,11.3,1177.97,South,Partner
T00921,C1835,2022-12-02,Consumables,4,1366.17,6.5,5109.48,East,Direct
T00922,C0495,2022-12-03,Software,19,1681.86,11.7,28216.57,North,Direct
T00923,C0122,2022-12-03,Electronics,16,948.17,3.6,14624.57,South,Partner
T00924,C1883,2022-12-04,Electronics,15,488.73,18.3,5989.39,North,Direct
T00925,C0816,2022-12-04,Software,18,97.92,17.4,1455.87,East,Digital
T00926,C0237,2022-12-04,Software,14,939.91,17.8,10816.48,West,Direct
T00927,C0510,2022-12-05,Electronics,3,912.02,11.0,2435.09,East,Digital
T00928,C0028,2022-12-05,Consumables,17,719.21,21.7,9573.4,South,Partner
T00929,C1355,2022-12-05,Software,5,1276.48,25.3,4767.65,North,Direct
T00930,C1872,2022-12-06,Electronics,12,1067.45,12.5,11208.23,West,Partner
T00931,C0783,2022-12-06,Services,17,239.95,13.0,3548.86,South,Partner
T00932,C1727,2022-12-06,Electronics,13,105.76,27.0,1003.66,East,Digital
T00933,C0687,2022-12-07,Consumables,1,1782.44,18.2,1458.04,East,Partner
T00934,C0921,2022-12-07,Consumables,16,1486.92,15.3,20150.74,East,Digital
T00935,C0428,2022-12-08,Consumables,16,931.76,22.1,11613.46,North,Partner
T00936,C0011,2022-12-08,Software,3,997.13,9.3,2713.19,South,Digital
T00937,C0327,2022-12-08,Hardware,18,237.76,1.0,4236.88,South,Direct
T00938,C1168,2022-12-09,Electronics,4,534.39,21.1,1686.53,West,Digital
T00939,C0199,2022-12-09,Electronics,2,1651.3,19.4,2661.9,South,Direct
T00940,C1634,2022-12-09,Services,11,261.42,12.9,2504.67,West,Direct
T00941,C1835,2022-12-10,Hardware,13,217.55,1.4,2788.56,East,Direct
T00942,C0573,2022-12-10,Electronics,2,1120.69,28.2,1609.31,North,Partner
T00943,C0542,2022-12-10,Consumables,3,1682.23,21.9,3941.46,West,Direct
T00944,C0346,2022-12-11,Services,13,764.45,11.6,8785.06,South,Digital
T00945,C0820,2022-12-11,Hardware,2,1295.29,6.0,2435.15,East,Direct
T00946,C1810,2022-12-12,Electronics,16,1805.27,16.7,24060.64,South,Digital
T00947,C0781,2022-12-12,Consumables,6,1783.6,0.6,10637.39,West,Partner
T00948,C1536,2022-12-12,Services,16,941.07,13.7,12994.29,West,Partner
T00949,C0644,2022-12-13,Services,15,598.21,29.7,6308.12,North,Digital
T00950,C0897,2022-12-13,Hardware,7,1151.03,22.2,6268.51,East,Digital
T00951,C0987,2022-12-13,Consumables,16,1849.16,29.5,20858.52,East,Digital
T00952,C1811,2022-12-14,Electronics,4,1364.92,11.9,4809.98,South,Digital
T00953,C0998,2022-12-14,Electronics,10,1910.79,2.6,18611.09,South,Direct
T00954,C1217,2022-12-14,Services,19,1162.53,29.0,15682.53,South,Partner
T00955,C1709,2022-12-15,Hardware,17,52.23,26.0,657.05,South,Digital
T00956,C1889,2022-12-15,Consumables,18,901.37,16.9,13482.69,South,Digital
T00957,C1790,2022-12-16,Electronics,3,1807.52,6.9,5048.4,West,Direct
T00958,C0207,2022-12-16,Software,6,77.19,22.2,360.32,West,Digital
T00959,C0225,2022-12-16,Hardware,2,1239.81,0.6,2464.74,West,Direct
T00960,C0873,2022-12-17,Consumables,17,762.08,27.4,9405.59,South,Digital
T00961,C0703,2022-12-17,Software,15,813.23,20.9,9648.97,East,Digital
T00962,C1359,2022-12-17,Consumables,17,1139.48,5.3,18344.49,North,Direct
T00963,C0865,2022-12-18,Consumables,3,829.04,4.9,2365.25,North,Partner
T00964,C0816,2022-12-18,Software,7,1841.08,1.7,12668.47,East,Digital
T00965,C0181,2022-12-18,Consumables,14,614.35,23.1,6614.09,East,Direct
T00966,C0700,2022-12-19,Services,7,1520.97,3.8,10242.21,North,Digital
T00967,C1143,2022-12-19,Consumables,6,193.24,15.6,978.57,East,Digital
T00968,C1391,2022-12-20,Consumables,18,672.36,10.7,10807.51,East,Direct
T00969,C0338,2022-12-20,Software,11,324.17,16.5,2977.5,East,Digital
T00970,C1212,2022-12-20,Hardware,15,447.45,20.8,5315.71,East,Digital
T00971,C1146,2022-12-21,Services,15,1133.35,6.3,15929.23,West,Partner
T00972,C0566,2022-12-21,Hardware,12,690.66,6.0,7790.64,West,Direct
T00973,C1780,2022-12-21,Electronics,15,107.02,10.1,1443.16,East,Direct
T00974,C0889,2022-12-22,Software,19,1728.17,28.1,23608.53,East,Digital
T00975,C0528,2022-12-22,Software,10,1354.03,13.3,11739.44,West,Digital
T00976,C1414,2022-12-22,Consumables,17,1910.88,7.7,29983.62,North,Digital
T00977,C0378,2022-12-23,Software,2,1602.89,15.6,2705.68,West,Partner
T00978,C1254,2022-12-23,Software,2,1123.15,5.4,2125.0,West,Direct
T00979,C1365,2022-12-24,Hardware,8,926.15,23.0,5705.08,East,Partner
T00980,C0907,2022-12-24,Hardware,10,1893.75,9.6,17119.5,West,Digital
T00981,C0408,2022-12-24,Hardware,7,853.72,29.5,4213.11,East,Digital
T00982,C0521,2022-12-25,Consumables,18,1094.35,18.9,15975.32,South,Direct
T00983,C0444,2022-12-25,Consumables,1,674.14,18.3,550.77,South,Digital
T00984,C0230,2022-12-25,Software,3,568.46,8.7,1557.01,East,Digital
T00985,C1996,2022-12-26,Consumables,12,1692.65,5.4,19214.96,South,Direct
T00986,C1681,2022-12-26,Services,2,501.55,2.3,980.03,East,Partner
T00987,C1044,2022-12-27,Consumables,4,296.66,25.7,881.67,South,Partner
T00988,C1641,2022-12-27,Hardware,17,1458.8,29.4,17508.52,East,Partner
T00989,C1315,2022-12-27,Electronics,16,1683.91,6.5,25191.29,South,Digital
T00990,C1227,2022-12-28,Consumables,15,1856.17,29.8,19545.47,North,Digital
T00991,C1435,2022-12-28,Services,7,1337.36,18.5,7629.64,East,Partner
T00992,C1143,2022-12-28,Services,4,703.27,23.6,2149.19,South,Direct
T00993,C1121,2022-12-29,Software,7,1026.25,29.7,5050.18,North,Partner
T00994,C0273,2022-12-29,Hardware,4,380.68,29.3,1076.56,North,Partner
T00995,C1221,2022-12-29,Consumables,5,432.09,17.0,1793.17,East,Direct
T00996,C0894,2022-12-30,Electronics,16,1793.56,15.8,24162.84,West,Digital
T00997,C0493,2022-12-30,Software,5,1699.19,20.3,6771.27,South,Partner
T00998,C0968,2022-12-31,Electronics,4,565.16,6.6,2111.44,West,Direct
T00999,C1667,2022-12-31,Electronics,5,767.03,11.7,3386.44,West,Digital
T01000,C0923,2022-12-31,Electronics,3,1918.0,24.8,4327.01,North,Direct
T01001,C0953,2023-01-01,Software,17,790.05,3.3,12987.63,North,Digital
T01002,C0485,2023-01-01,Services,18,661.62,13.8,10265.7,East,Partner
T01003,C1612,2023-01-01,Consumables,4,409.23,9.5,1481.41,East,Digital
T01004,C0248,2023-01-02,Services,16,821.23,17.5,10840.24,North,Partner
T01005,C1675,2023-01-02,Software,6,733.61,5.7,4150.77,West,Direct
T01006,C1863,2023-01-02,Electronics,8,1472.27,27.8,8503.83,North,Partner
T01007,C0355,2023-01-03,Consumables,19,700.51,23.8,10141.98,South,Digital
T01008,C1113,2023-01-03,Electronics,12,922.04,2.4,10798.93,North,Partner
T01009,C1172,2023-01-04,Hardware,16,649.51,9.8,9373.73,West,Partner
T01010,C1726,2023-01-04,Software,9,645.56,1.3,5734.51,South,Partner
T01011,C0653,2023-01-04,Hardware,12,509.94,3.7,5892.87,East,Digital
T01012,C1344,2023-01-05,Consumables,6,1001.24,12.7,5244.5,West,Direct
T01013,C0199,2023-01-05,Consumables,14,863.76,9.9,10895.47,South,Direct
T01014,C1641,2023-01-05,Electronics,19,124.57,15.6,1997.6,South,Direct
T01015,C1516,2023-01-06,Services,3,1861.8,8.7,5099.47,East,Direct
T01016,C0432,2023-01-06,Services,11,704.11,10.0,6970.69,West,Direct
T01017,C0251,2023-01-06,Consumables,6,1517.52,28.7,6491.95,North,Direct
T01018,C0213,2023-01-07,Hardware,13,1814.79,26.2,17411.1,South,Digital
T01019,C1659,2023-01-07,Electronics,9,32.68,0.4,292.94,South,Direct
T01020,C1228,2023-01-08,Consumables,8,255.4,18.1,1673.38,North,Direct
T01021,C0743,2023-01-08,Software,8,389.19,4.3,2979.64,North,Partner
T01022,C1099,2023-01-08,Hardware,10,1772.76,23.7,13526.16,South,Digital
T01023,C1117,2023-01-09,Electronics,4,1095.88,25.1,3283.26,North,Digital
T01024,C0193,2023-01-09,Software,6,628.78,19.8,3025.69,East,Direct
T01025,C0880,2023-01-09,Electronics,2,97.79,20.2,156.07,North,Direct
T01026,C1223,2023-01-10,Electronics,9,80.64,25.5,540.69,East,Direct
T01027,C1215,2023-01-10,Consumables,12,1159.25,3.1,13479.76,North,Direct
T01028,C0364,2023-01-10,Electronics,12,1409.22,21.2,13325.58,South,Digital
T01029,C1857,2023-01-11,Hardware,4,777.28,3.6,2997.19,North,Direct
T01030,C0217,2023-01-11,Hardware,16,582.3,1.3,9195.68,North,Direct
T01031,C1725,2023-01-12,Electronics,8,1615.05,19.2,10439.68,South,Direct
T01032,C1971,2023-01-12,Software,16,1732.43,8.2,25445.93,East,Partner
T01033,C1502,2023-01-12,Services,16,773.13,1.4,12196.9,South,Direct
T01034,C1112,2023-01-13,Software,1,1498.9,1.9,1470.42,South,Direct
T01035,C0386,2023-01-13,Consumables,1,1740.21,29.4,1228.59,East,Partner
T01036,C0660,2023-01-13,Electronics,11,767.33,6.7,7875.11,West,Digital
T01037,C1098,2023-01-14,Hardware,16,329.87,12.2,4634.01,West,Digital
T01038,C0197,2023-01-14,Services,8,743.15,8.0,5469.58,South,Direct
T01039,C1416,2023-01-14,Software,12,133.8,28.1,1154.43,East,Direct
T01040,C1834,2023-01-15,Software,12,80.79,2.2,948.15,North,Direct
T01041,C1485,2023-01-15,Hardware,15,1651.54,16.3,20735.08,East,Direct
T01042,C1886,2023-01-16,Software,17,1707.01,14.3,24869.43,West,Partner
T01043,C0949,2023-01-16,Hardware,11,1298.17,20.8,11309.66,West,Partner
T01044,C0514,2023-01-16,Electronics,15,1714.86,26.9,18803.44,North,Partner
T01045,C0034,2023-01-17,Software,12,1871.58,0.0,22458.96,East,Direct
T01046,C0871,2023-01-17,Services,7,1376.01,0.5,9583.91,North,Digital
T01047,C0231,2023-01-17,Software,11,1824.16,11.3,17798.33,North,Partner
T01048,C1292,2023-01-18,Electronics,15,1839.97,12.0,24287.6,East,Digital
T01049,C1605,2023-01-18,Software,18,556.18,26.7,7338.24,South,Digital
T01050,C0223,2023-01-19,Services,2,1900.38,8.4,3481.5,South,Digital
T01051,C1034,2023-01-19,Consumables,7,1967.85,25.5,10262.34,East,Partner
T01052,C1074,2023-01-19,Hardware,3,566.72,2.7,1654.26,South,Direct
T01053,C0623,2023-01-20,Consumables,4,1258.63,2.3,4918.73,North,Direct
T01054,C0438,2023-01-20,Services,5,448.2,22.4,1739.02,South,Partner
T01055,C1428,2023-01-20,Electronics,18,793.57,22.9,11013.16,North,Partner
T01056,C0451,2023-01-21,Electronics,8,1251.88,2.8,9734.62,West,Direct
T01057,C0064,2023-01-21,Hardware,18,84.5,29.8,1067.74,West,Digital
T01058,C1207,2023-01-21,Hardware,10,1296.37,2.4,12652.57,East,Direct
T01059,C0136,2023-01-22,Consumables,1,977.22,26.5,718.26,East,Partner
T01060,C0621,2023-01-22,Services,8,256.31,5.8,1931.55,East,Direct
T01061,C0175,2023-01-23,Consumables,14,1372.34,0.7,19078.27,South,Direct
